	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE	LHIP_ANGLE
9	15.879589	-8.799892	5.343859	15.537042	-9.173956	4.760881	13.022519	-9.659255	4.135087	12.451219	-12.054344	3.221443	14.238903	-9.451516	5.956218	14.742526	-10.135558	4.161925	15.905313	-9.026031	4.334324	16.179379	-6.424619	2.839844	15.947058	-8.002236	4.826632	14.234266	-11.544251	6.367071	16.449692	-8.594782	3.503052	13.702640	-12.494997	6.046177	14.888928	-11.295142	5.945824	15.084505	-10.802271	4.638043	15.478406	-10.146031	6.527810	14.778484	-10.472919	7.595480	14.933926	-11.321644	3.418519	13.940818	-10.339063	4.942122	12.517774	-9.722431	3.967198	15.090195	-9.119344	5.311834	15.400318	-9.833653	4.591992	15.019861	-8.675525	4.006026
10	15.775019	-8.757126	5.322870	15.327001	-9.088375	4.786710	12.998104	-10.052728	4.191749	12.170339	-12.265406	3.139211	13.971211	-9.300605	5.867922	14.696175	-10.161418	4.053944	15.847881	-8.886515	4.225663	16.125166	-6.353537	2.778552	15.858098	-8.257259	4.991817	14.022782	-11.576921	6.126975	16.475939	-8.655062	3.389573	13.684475	-12.735650	5.989404	14.823247	-11.329260	5.749963	15.104274	-10.825348	4.393198	15.446996	-10.085929	6.665077	14.644937	-10.652317	7.484798	14.829840	-11.265527	3.104953	13.858782	-10.534212	4.762870	12.302560	-9.694903	3.808776	14.966237	-9.244844	5.208556	15.346192	-9.844237	4.591179	15.046545	-8.669859	3.865238
11	15.675831	-8.721928	5.222693	15.150774	-9.051226	4.726669	12.953973	-10.506606	4.247741	11.953045	-12.457294	3.021840	13.729387	-9.186572	5.702641	14.679174	-10.181738	3.921588	15.789945	-8.756064	4.094146	16.061682	-6.284267	2.711560	15.731802	-8.491776	5.123710	13.843506	-11.564073	5.819477	16.513624	-8.697499	3.187373	13.676337	-12.938874	5.845860	14.773869	-11.358375	5.497991	15.135865	-10.842641	4.134755	15.440353	-10.012497	6.789538	14.537004	-10.815645	7.315379	14.751076	-11.219929	2.733321	13.800866	-10.852684	4.610968	12.121856	-9.702218	3.581156	14.856927	-9.445753	5.053149	15.301444	-9.876621	4.510964	15.098251	-8.708883	3.706869
12	15.559535	-8.714937	5.064404	14.977258	-9.064832	4.593927	12.851233	-10.991587	4.305527	11.770882	-12.627518	2.898992	13.502730	-9.164471	5.481488	14.665529	-10.199000	3.780055	15.707654	-8.664170	3.984025	15.968141	-6.239191	2.649138	15.543077	-8.706629	5.225737	13.696146	-11.519079	5.471505	16.543276	-8.739346	2.911546	13.639935	-13.124627	5.656141	14.711867	-11.397225	5.223315	15.132126	-10.872484	3.898061	15.451674	-9.939006	6.886884	14.421329	-10.952836	7.109443	14.680636	-11.204105	2.325779	13.745283	-11.292975	4.505880	11.961136	-9.754425	3.316906	14.741541	-9.699660	4.858352	15.236595	-9.943690	4.379529	15.141490	-8.800648	3.553966
13	15.398154	-8.758772	4.875054	14.767399	-9.132279	4.411751	12.654462	-11.461235	4.367990	11.584369	-12.787268	2.803596	13.270359	-9.272476	5.232198	14.618451	-10.217086	3.648123	15.572333	-8.637215	3.944743	15.820542	-6.243565	2.605662	15.270649	-8.923931	5.311153	13.566385	-11.457136	5.119450	16.536913	-8.800889	2.594292	13.534447	-13.313002	5.469305	14.607615	-11.463779	4.963670	15.049273	-10.947514	3.722989	15.462558	-9.882469	6.951832	14.259177	-11.053634	6.891066	14.589329	-11.236697	1.915600	13.661375	-11.821656	4.454963	11.796481	-9.861567	3.064881	14.589151	-9.977353	4.650479	15.117912	-10.058262	4.233291	15.134833	-8.950361	3.436193
14	15.165146	-8.877021	4.685194	14.483983	-9.255773	4.209626	12.340611	-11.864685	4.441363	11.352265	-12.955940	2.764322	13.006429	-9.523999	4.987974	14.498585	-10.241368	3.545638	15.357469	-8.696449	4.014073	15.598940	-6.321927	2.600016	14.904160	-9.176442	5.399290	13.427754	-11.396651	4.801249	16.462717	-8.903263	2.278558	13.326665	-13.519032	5.332051	14.438571	-11.575311	4.756170	14.856076	-11.101236	3.647452	15.445759	-9.861918	6.986542	14.015491	-11.113870	6.690948	14.443282	-11.334919	1.545124	13.515420	-12.382416	4.449003	11.599317	-10.034706	2.878475	14.365056	-10.259212	4.468989	14.915764	-10.229374	4.112059	15.038000	-9.165551	3.380239
15	14.841677	-9.089592	4.525804	14.101079	-9.433264	4.019202	11.903998	-12.163333	4.536912	11.043111	-13.152969	2.801325	12.686273	-9.905343	4.785892	14.273802	-10.277664	3.493159	15.044135	-8.857512	4.201367	15.292235	-6.493046	2.653666	14.445765	-9.487635	5.507365	13.247724	-11.362363	4.550232	16.291668	-9.065390	2.009688	12.998781	-13.748368	5.281704	14.194324	-11.743335	4.631452	14.538862	-11.353436	3.699436	15.371010	-9.895435	6.998424	13.666558	-11.136874	6.546550	14.212241	-11.513329	1.264118	13.278205	-12.916569	4.471803	11.343330	-10.285395	2.804627	14.038405	-10.549499	4.363812	14.612976	-10.457319	4.053224	14.821419	-9.456687	3.403262
16	14.420932	-9.405102	4.423391	13.608768	-9.655725	3.870275	11.355533	-12.341346	4.670754	10.641862	-13.389776	2.924980	12.292170	-10.384130	4.665415	13.927655	-10.330942	3.511456	14.624476	-9.127773	4.486128	14.898068	-6.766109	2.785297	13.905293	-9.853343	5.641240	12.996506	-11.386340	4.391670	16.004152	-9.300429	1.827999	12.550775	-13.995497	5.341752	13.876896	-11.970405	4.609536	14.101903	-11.702673	3.890938	15.212534	-9.995556	6.998792	13.203146	-11.134521	6.496850	13.878184	-11.779689	1.124257	12.932660	-13.375784	4.512528	11.010249	-10.622217	2.876745	13.589941	-10.867958	4.384624	14.208387	-10.731291	4.084297	14.472247	-9.830186	3.514478
17	13.907965	-9.813818	4.395242	13.013533	-9.907286	3.788053	10.717104	-12.409195	4.861136	10.150499	-13.665541	3.135544	11.815790	-10.921194	4.664827	13.461453	-10.405414	3.617210	14.102298	-9.501276	4.831899	14.418704	-7.138643	3.003456	13.295809	-10.242488	5.793634	12.655646	-11.502679	4.341418	15.594032	-9.611814	1.762936	11.997078	-14.245909	5.519317	13.496702	-12.250507	4.697999	13.562615	-12.128179	4.214715	14.954940	-10.164045	7.001336	12.629717	-11.130664	6.573799	13.438795	-12.128181	1.165895	12.477007	-13.723222	4.567313	10.593811	-11.046373	3.110158	13.017216	-11.224061	4.565125	13.715597	-11.030773	4.217278	13.994740	-10.280810	3.718282
18	13.317099	-10.285442	4.447509	12.333735	-10.169546	3.791954	10.014349	-12.401980	5.122870	9.583197	-13.966767	3.422903	11.256789	-11.472812	4.809871	12.890033	-10.505631	3.817127	13.490049	-9.956860	5.198120	13.857924	-7.596234	3.302931	12.631808	-10.615278	5.947328	12.221836	-11.733859	4.405824	15.069697	-9.990894	1.829183	11.359199	-14.481412	5.803535	13.067488	-12.571604	4.891442	12.944723	-12.598664	4.646407	14.595662	-10.389361	7.020523	11.961343	-11.161733	6.790753	12.904311	-12.534484	1.401180	11.921697	-13.933164	4.633762	10.099674	-11.549483	3.501011	12.333850	-11.601062	4.911781	13.157233	-11.329527	4.446391	13.406136	-10.791038	4.013304
19	12.666280	-10.773185	4.575357	11.593236	-10.426250	3.895251	9.271380	-12.366646	5.458051	8.959578	-14.271256	3.768791	10.619438	-11.990073	5.104045	12.236596	-10.634918	4.105605	12.805108	-10.461538	5.546285	13.222330	-8.113441	3.665932	11.927917	-10.941606	6.079992	11.704094	-12.075649	4.582356	14.450838	-10.417586	2.024848	10.657562	-14.686439	6.166817	12.602601	-12.916616	5.171750	12.272617	-13.080535	5.150673	14.142158	-10.648581	7.068572	11.220407	-11.266100	7.135624	12.291780	-12.959656	1.807985	11.284074	-13.994702	4.707199	9.541178	-12.111745	4.027450	11.563754	-11.961798	5.403099	12.558164	-11.600004	4.750751	12.730527	-11.335855	4.391581
20	11.973316	-11.224595	4.762493	10.815739	-10.664230	4.102983	8.508725	-12.344151	5.850805	8.298661	-14.553747	4.150398	9.912204	-12.428406	5.531799	11.526577	-10.790025	4.465878	12.066629	-10.978362	5.846514	12.522585	-8.656204	4.067760	11.197101	-11.209339	6.167470	11.118791	-12.493180	4.859270	13.762605	-10.864394	2.332499	9.906296	-14.851717	6.568491	12.113574	-13.263715	5.510812	11.568520	-13.541553	5.688740	13.607961	-10.910891	7.152343	10.433783	-11.463998	7.576054	11.620448	-13.361050	2.339164	10.583739	-13.919281	4.783329	8.934036	-12.700232	4.655797	10.733883	-12.271227	5.999362	11.940217	-11.817140	5.099794	11.993547	-11.887787	4.839519
21	11.253828	-11.595955	4.984833	10.020663	-10.872908	4.410004	7.743309	-12.361669	6.271794	7.615689	-14.791557	4.545884	9.148100	-12.760746	6.067980	10.784127	-10.957082	4.872403	11.293721	-11.474471	6.086638	11.774453	-9.186222	4.482848	10.450414	-11.421862	6.186682	10.485065	-12.931832	5.213817	13.029814	-11.301246	2.722805	9.111244	-14.972812	6.959475	11.609239	-13.586702	5.876889	10.850504	-13.952072	6.224046	13.009410	-11.141906	7.271389	9.629097	-11.743830	8.075381	10.908330	-13.702316	2.936617	9.840618	-13.746051	4.863286	8.292864	-13.270990	5.347592	9.871427	-12.520786	6.658097	11.320102	-11.961367	5.460177	11.218422	-12.418256	5.337555
22	10.521151	-11.862592	5.219838	9.221720	-11.046006	4.802660	6.988426	-12.435759	6.686588	6.921490	-14.968734	4.939874	8.343947	-12.981682	6.680393	10.029037	-11.113414	5.295407	10.503801	-11.923594	6.271431	10.996346	-9.665138	4.889885	9.698457	-11.588469	6.119885	9.822170	-13.335909	5.613951	12.273970	-11.698936	3.159693	7.989223	-12.783449	3.841940	11.094354	-13.857667	6.240751	10.131022	-14.286701	6.726936	12.363876	-11.308710	7.418787	8.830688	-12.067366	8.603617	10.171288	-13.958716	3.542783	9.075109	-13.534497	4.952904	7.629559	-13.778074	6.064799	9.002315	-12.732095	7.338917	10.708468	-12.021542	5.802710	10.425072	-12.899851	5.861323
23	9.785257	-12.023753	5.457370	8.427532	-11.182790	5.263298	6.252596	-12.574288	7.059223	6.223423	-15.079661	5.325325	7.517856	-13.101963	7.329533	9.275396	-11.234263	5.707775	9.710560	-12.305709	6.412687	10.206491	-10.059638	5.275066	8.950603	-11.718380	5.961025	9.146716	-13.661563	6.027062	11.511958	-12.031330	3.606540	7.310030	-12.826671	4.120305	10.568761	-14.050524	6.580075	9.415811	-14.525791	7.177792	11.686775	-11.386975	7.585573	8.057179	-12.392163	9.138946	9.422137	-14.119572	4.108822	8.308740	-13.344834	5.054671	6.952998	-14.184961	6.774341	8.148525	-12.936808	7.999085	10.110234	-11.999753	6.110345	9.631967	-13.315561	6.387191
24	9.051944	-12.101667	5.704957	7.642584	-11.288398	5.773902	5.537377	-12.771051	7.354615	5.525397	-15.130491	5.701074	6.686648	-13.139149	7.972980	8.532078	-11.300455	6.091911	8.923776	-12.615834	6.528023	9.420189	-10.347027	5.633523	8.212781	-11.822183	5.723466	8.469047	-13.883051	6.430483	10.756694	-12.276928	4.031161	6.657574	-12.859366	4.335166	10.027477	-14.145213	6.880332	8.703384	-14.656504	7.567605	10.989641	-11.368874	7.768006	7.319963	-12.690177	9.662266	8.670449	-14.190100	4.601732	7.561202	-13.220542	5.161842	6.269009	-14.470502	7.451956	7.324347	-13.155104	8.594212	9.523473	-11.915092	6.384138	8.856936	-13.666650	6.895570
25	8.323000	-12.131679	5.982399	6.868331	-11.374800	6.317667	4.837603	-13.002995	7.548364	4.827610	-15.136152	6.067521	5.863120	-13.111979	8.572188	7.802852	-11.305414	6.442806	8.150295	-12.869627	6.643211	8.646667	-10.520432	5.968214	7.485277	-11.912817	5.441531	7.792717	-13.996156	6.817456	10.017159	-12.420100	4.409666	6.036099	-12.897634	4.505092	9.462209	-14.131406	7.134754	7.986193	-14.672824	7.894704	10.279977	-11.266828	7.971453	6.621324	-12.944188	10.147449	7.921991	-14.192087	5.010170	6.846101	-13.178407	5.263365	5.580007	-14.628766	8.083654	6.533932	-13.387512	9.082236	8.940395	-11.799900	6.640004	8.112818	-13.963674	7.365501
26	7.597863	-12.147555	6.309081	6.103106	-11.459895	6.879600	4.144382	-13.239541	7.640508	4.126576	-15.113599	6.425471	5.053026	-13.040527	9.096159	7.087376	-11.260009	6.766407	7.392191	-13.086617	6.779289	7.886681	-10.589542	6.284548	6.761069	-12.000681	5.158977	7.115992	-14.016844	7.193902	9.297445	-12.452639	4.728274	5.439359	-12.947965	4.655407	8.862783	-14.012933	7.345026	7.252024	-14.577007	8.160541	9.563168	-11.108631	8.205919	5.953796	-13.138983	10.559519	7.177433	-14.159580	5.344729	6.167665	-13.204462	5.352731	4.885628	-14.666001	8.663781	5.772002	-13.620968	9.426168	8.348700	-11.688441	6.896759	7.401300	-14.210099	7.772589
27	6.875618	-12.172155	6.693765	5.341619	-11.561213	7.444184	3.448445	-13.456265	7.655024	3.416797	-15.076948	6.775149	4.254092	-12.945091	9.522092	6.380458	-11.191393	7.072174	6.642666	-13.269464	6.933654	7.131539	-10.578043	6.584360	6.026309	-12.090445	4.912318	6.433858	-13.971131	7.564981	8.595711	-12.376576	4.986237	4.848727	-13.003766	4.801248	8.219508	-13.812353	7.524362	6.486345	-14.381966	8.368047	8.844059	-10.928527	8.475594	5.303246	-13.266919	10.868239	6.432648	-14.127965	5.629842	5.519409	-13.262065	5.426294	4.183355	-14.598542	9.191590	5.027682	-13.840815	9.601446	7.734803	-11.609002	7.167265	6.713102	-14.400115	8.099297
28	6.154855	-12.216724	7.128802	4.574850	-11.687080	7.990983	2.741065	-13.642992	7.626170	2.692038	-15.036401	7.113194	3.458328	-12.843203	9.834979	5.672497	-11.133057	7.363493	5.885993	-13.404511	7.078927	6.365585	-10.517116	6.860924	5.264832	-12.184577	4.722620	5.739077	-13.882749	7.923459	7.905276	-12.207936	5.197994	4.238033	-13.052021	4.942539	7.524166	-13.572109	7.696709	5.675247	-14.112617	8.520488	8.127492	-10.761054	8.771843	4.653715	-13.335998	11.064014	5.681331	-14.121037	5.890279	4.886315	-13.313581	5.479773	3.468495	-14.453450	9.668490	4.288846	-14.037071	9.604892	7.085800	-11.583115	7.455049	6.033166	-14.527017	8.341409
29	5.433155	-12.283300	7.587445	3.791637	-11.834787	8.494470	2.015236	-13.804002	7.588460	1.947078	-14.999096	7.430665	2.656269	-12.747833	10.023125	4.950419	-11.112628	7.634501	5.102789	-13.477664	7.179681	5.571893	-10.436613	7.099403	4.463657	-12.286444	4.596094	5.022856	-13.771129	8.252918	7.215620	-11.978162	5.390774	3.581799	-13.083858	5.070353	6.771494	-13.344790	7.885609	4.809262	-13.800816	8.615530	7.416094	-10.635752	9.072520	3.991001	-13.370745	11.162454	4.916852	-14.142840	6.137115	4.251658	-13.342855	5.519887	2.734522	-14.270186	10.096623	3.543763	-14.201896	9.458454	6.390951	-11.623796	7.751496	5.345009	-14.589795	8.502818
30	4.706080	-12.369784	8.030017	2.980770	-11.998174	8.929718	1.268587	-13.954110	7.575141	1.177695	-14.970470	7.713810	1.842053	-12.669158	10.072742	4.200286	-11.145107	7.874083	4.275748	-13.485199	7.208657	4.736464	-10.358567	7.283193	3.615008	-12.399720	4.527303	4.277761	-13.654702	8.537519	6.515404	-11.728643	5.595071	2.861014	-13.098885	5.174090	5.959966	-13.174061	8.097384	3.884085	-13.474156	8.636239	6.706824	-10.568619	9.348589	3.304092	-13.404860	11.194511	4.133125	-14.179529	6.361146	3.602896	-13.359653	5.571943	1.974087	-14.093620	10.475696	2.780888	-14.327879	9.206885	5.642141	-11.730482	8.033718	4.632020	-14.594296	8.589437
31	3.967205	-12.475554	8.420189	2.132633	-12.173326	9.277256	0.505783	-14.110138	7.613561	0.382209	-14.955944	7.948563	1.017958	-12.616230	9.969535	3.409183	-11.231278	8.069037	3.393342	-13.435372	7.154343	3.849639	-10.296092	7.398213	2.716038	-12.526101	4.503195	3.499356	-13.551600	8.766923	5.794944	-11.501737	5.832790	2.066052	-13.103453	5.245040	5.090561	-13.079213	8.313682	2.899663	-13.144687	8.547957	5.989662	-10.558116	9.574372	2.583960	-13.466934	11.182886	3.325083	-14.211090	6.539271	2.930691	-13.382341	5.660999	1.180257	-13.956166	10.795127	1.990288	-14.412160	8.906584	4.833611	-11.885729	8.266699	3.876167	-14.552321	8.608325
